Id,FiscalYear,FiscalPeriod,Month,InformationDate,Branch,Service,SscClient,MetricName,Value,MetricType
7352,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7353,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
7354,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),570,Non Cumulative
7355,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),797,Non Cumulative
7356,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),853,Non Cumulative
7357,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7358,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
7359,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
7360,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
7361,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1200,Non Cumulative
7362,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
7363,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
7364,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
7365,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
7366,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),578,Non Cumulative
7367,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1203,Non Cumulative
7368,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
7369,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7370,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7371,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),809,Non Cumulative
7372,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
7373,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
7374,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7375,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
7376,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
7377,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7378,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),885,Non Cumulative
7379,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
7380,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7381,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1207,Non Cumulative
7382,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
7383,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
7384,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7385,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),969,Non Cumulative
7386,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),806,Non Cumulative
7387,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
7388,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
7389,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
7390,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),578,Non Cumulative
7391,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
7392,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7393,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7394,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
7395,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7396,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),578,Non Cumulative
7397,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
7398,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
7399,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
7400,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),819,Non Cumulative
7401,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
7402,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
7403,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
7404,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1191,Non Cumulative
7405,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7406,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
7407,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
7408,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7409,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7410,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),980,Non Cumulative
7411,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
7412,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),986,Non Cumulative
7413,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
7414,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
7415,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
7416,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13315,As at
7417,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
7418,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
7419,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7420,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7421,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1188,Non Cumulative
7422,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
7423,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),591,Non Cumulative
7424,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),843,Non Cumulative
7425,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7426,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7427,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7428,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13315,As at
7429,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
7430,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7431,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7432,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
7433,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
7434,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),1034,Non Cumulative
7435,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
7436,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7437,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),598,Non Cumulative
7438,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),843,Non Cumulative
7439,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
7440,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
7441,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1157,Non Cumulative
7442,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
7443,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7444,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
7445,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),867,Non Cumulative
7446,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7447,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),1083,Non Cumulative
7448,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),589,Non Cumulative
7449,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
7450,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
7451,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
7452,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13315,As at
7453,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12622,As at
7454,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
7455,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
7456,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1169,Non Cumulative
7457,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
7458,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
